"","Age","Career","Marital_Statues","Education","Mortage","Personal_Loan","Contact_Type","Number_of_Contacts","Subscribed","Cus_ID"
"35179",24,"student","single","secondary education","no","no","cellular",1,"yes",35179
"35180",34,"unemployed","single","professional education","no","no","cellular",2,"yes",35180
"35181",54,"administration","married","university education","yes","no","cellular",2,"yes",35181
"35182",55,"management","married","university education","no","no","cellular",1,"no",35182
"35183",62,"administration","married","university education","yes","no","cellular",1,"yes",35183
"35184",79,"housemaid","married","primary education","no","no","cellular",1,"yes",35184
"35185",30,"blue-collar","married","secondary education","yes","no","cellular",1,"yes",35185
"35186",36,"administration","single","secondary education","yes","no","cellular",1,"yes",35186
"35187",39,"administration","married","university education","yes","yes","cellular",2,"yes",35187
"35188",35,"administration","married","university education","yes","no","cellular",5,"no",35188
"35189",70,"retired","married","university education","yes","no","cellular",3,"no",35189
"35190",34,"administration","married","university education","no","no","cellular",2,"no",35190
"35191",54,"self-employed","married","university education","yes","no","cellular",2,"no",35191
"35192",34,"administration","married","university education","yes","no","cellular",2,"no",35192
"35193",74,"retired","married","primary education","yes","no","cellular",2,"yes",35193
"35194",47,"housemaid","married","university education","yes","no","cellular",2,"yes",35194
"35195",38,"unemployed","single","secondary education","yes","no","cellular",2,"yes",35195
"35196",66,"retired","married","university education","no","yes","cellular",1,"no",35196
"35197",69,"housemaid","married","primary education","no","no","telephone",4,"no",35197
"35198",58,"retired","married","university education","yes","no","telephone",1,"no",35198
"35199",88,"retired","married","university education","yes","no","cellular",1,"no",35199
"35200",40,"administration","married","university education","yes","no","cellular",1,"no",35200
"35201",57,"retired","married","university education","yes","no","cellular",1,"no",35201
"35202",47,"self-employed","married","university education","yes","no","cellular",2,"no",35202
"35203",64,"retired","married","secondary education","yes","no","cellular",2,"no",35203
"35204",57,"retired","married","university education","no","no","cellular",2,"no",35204
"35205",49,"technician","divorced","secondary education","no","no","cellular",2,"no",35205
"35206",25,"administration","single","university education","no","no","telephone",3,"no",35206
"35207",66,"retired","married","primary education","yes","no","cellular",2,"yes",35207
"35208",81,"retired","married","secondary education","no","no","cellular",3,"no",35208
"35209",44,"technician","divorced","secondary education","no","no","cellular",3,"no",35209
"35210",43,"services","married","secondary education","no","yes","cellular",2,"no",35210
"35211",63,"housemaid","married","primary education","no","no","cellular",1,"yes",35211
"35212",51,"administration","divorced","secondary education","yes","no","cellular",1,"yes",35212
"35213",58,"retired","married","secondary education","no","no","cellular",4,"no",35213
"35214",51,"administration","divorced","secondary education","yes","no","cellular",1,"no",35214
"35215",51,"administration","divorced","secondary education","no","no","cellular",1,"no",35215
"35216",54,"technician","married","professional education","yes","no","cellular",2,"no",35216
"35217",58,"retired","married","secondary education","no","no","cellular",2,"yes",35217
"35218",54,"retired","married","professional education","no","no","cellular",1,"no",35218
"35219",63,"housemaid","married","primary education","no","no","cellular",1,"yes",35219
"35220",54,"retired","married","professional education","no","no","cellular",2,"yes",35220
"35221",60,"housemaid","divorced","professional education","yes","no","cellular",3,"no",35221
"35222",62,"retired","married","professional education","yes","no","cellular",3,"yes",35222
"35223",58,"retired","married","secondary education","no","no","cellular",5,"no",35223
"35224",58,"retired","married","secondary education","yes","no","cellular",6,"yes",35224
"35225",53,"administration","divorced","secondary education","yes","no","cellular",2,"no",35225
"35226",56,"services","single","secondary education","no","yes","cellular",3,"yes",35226
"35227",43,"administration","married","secondary education","yes","no","cellular",2,"yes",35227
"35228",43,"administration","married","university education","no","yes","cellular",3,"no",35228
"35229",67,"retired","divorced","university education","yes","no","cellular",5,"no",35229
"35230",27,"administration","single","secondary education","no","no","telephone",3,"yes",35230
"35231",49,"entrepreneur","single","university education","yes","no","cellular",6,"no",35231
"35232",42,"retired","divorced","illiterate","no","no","telephone",3,"yes",35232
"35233",59,"technician","married","professional education","yes","no","telephone",3,"no",35233
"35234",57,"retired","married","university education","yes","no","cellular",1,"no",35234
"35235",59,"technician","married","professional education","yes","no","cellular",4,"yes",35235
"35236",28,"administration","married","university education","yes","no","cellular",1,"no",35236
"35237",80,"retired","married","primary education","yes","no","cellular",1,"yes",35237
"35238",80,"retired","married","primary education","yes","no","cellular",1,"no",35238
"35239",78,"retired","married","primary education","no","yes","cellular",1,"no",35239
"35240",56,"housemaid","married","primary education","yes","no","cellular",3,"no",35240
"35241",42,"retired","divorced","illiterate","no","no","cellular",4,"no",35241
"35242",24,"self-employed","single","university education","no","no","cellular",3,"no",35242
"35243",71,"retired","married","university education","no","no","cellular",1,"no",35243
"35244",71,"retired","married","university education","yes","no","cellular",1,"no",35244
"35245",59,"administration","single","university education","no","no","cellular",3,"yes",35245
"35246",51,"administration","married","university education","yes","no","cellular",1,"yes",35246
"35247",46,"administration","married","university education","yes","no","cellular",3,"yes",35247
"35248",50,"administration","married","university education","no","yes","cellular",1,"yes",35248
