Age,Career,Marital_Statues,Education,Mortage,Personal_Loan,Contact_Type,Number_of_Contacts,Subscribed
27,administration,single,university education,yes,no,cellular,1,no
37,administration,married,secondary education,no,no,telephone,2,yes
30,administration,single,university education,yes,no,cellular,1,yes
29,services,single,secondary education,no,no,telephone,1,yes
48,technician,single,professional education,yes,no,cellular,3,yes
33,administration,married,university education,yes,no,cellular,1,yes
50,administration,married,secondary education,yes,no,cellular,3,yes
33,administration,married,university education,no,no,cellular,6,no
38,administration,single,secondary education,yes,no,cellular,1,yes
61,retired,married,secondary education,no,no,cellular,2,no
31,self-employed,single,university education,no,no,cellular,1,yes
37,technician,married,professional education,no,no,cellular,1,yes
26,administration,single,university education,yes,no,cellular,2,no
35,administration,single,university education,yes,no,cellular,2,yes
36,unemployed,married,professional education,yes,no,cellular,7,no
52,administration,married,university education,no,yes,telephone,3,yes
33,administration,single,university education,yes,no,cellular,3,yes
38,administration,single,secondary education,yes,yes,cellular,1,yes
34,technician,married,professional education,yes,no,cellular,2,no
30,management,married,university education,yes,no,cellular,4,no
35,administration,married,university education,no,yes,cellular,3,yes
28,technician,single,university education,no,yes,cellular,1,no
28,technician,single,university education,yes,no,cellular,1,no
31,student,single,university education,yes,yes,cellular,1,yes
21,student,single,secondary education,yes,no,cellular,1,yes
37,administration,married,university education,no,no,cellular,1,no
39,administration,married,secondary education,yes,no,cellular,1,yes
52,administration,married,university education,no,no,cellular,1,no
29,administration,single,university education,no,no,cellular,1,no
30,administration,single,university education,no,no,cellular,1,no
30,blue-collar,single,professional education,no,no,cellular,1,no
48,blue-collar,married,secondary education,yes,no,cellular,1,yes
79,retired,married,secondary education,no,no,cellular,1,no
79,retired,married,secondary education,no,no,cellular,1,no
43,technician,single,professional education,no,no,cellular,2,yes
52,administration,married,university education,yes,no,cellular,2,yes
24,student,single,secondary education,yes,no,cellular,2,yes
52,technician,married,university education,no,yes,telephone,1,yes
19,student,single,secondary education,yes,no,cellular,1,no
29,student,single,secondary education,no,no,cellular,1,no
51,services,married,secondary education,no,no,cellular,1,yes
37,housemaid,married,university education,yes,no,cellular,1,no
24,student,single,secondary education,no,no,cellular,1,yes
24,student,single,secondary education,yes,no,cellular,1,no
24,student,single,secondary education,yes,no,cellular,1,no
24,student,single,secondary education,yes,no,cellular,1,yes
52,administration,married,university education,yes,no,cellular,1,yes
29,administration,single,university education,no,no,cellular,1,no
29,administration,single,university education,yes,no,cellular,1,yes
44,blue-collar,single,primary education,no,no,telephone,1,no
27,student,married,secondary education,yes,no,telephone,1,no
48,administration,single,university education,yes,no,cellular,4,no
46,management,married,secondary education,yes,no,telephone,1,no
72,retired,married,primary education,yes,no,cellular,4,yes
36,technician,married,professional education,yes,no,cellular,1,no
37,technician,married,university education,yes,no,cellular,1,yes
33,services,married,secondary education,no,no,cellular,1,yes
52,administration,married,university education,yes,yes,cellular,1,yes
52,administration,married,university education,no,no,cellular,1,yes
52,administration,married,university education,no,no,cellular,1,yes
52,administration,married,university education,yes,no,cellular,2,no
19,student,single,primary education,yes,no,cellular,1,no
52,technician,married,university education,no,no,cellular,1,yes
62,retired,married,professional education,no,no,telephone,1,no
78,retired,divorced,primary education,yes,no,cellular,2,no
37,management,married,secondary education,no,no,cellular,3,yes
44,technician,married,university education,yes,no,cellular,2,yes
30,student,single,secondary education,no,no,telephone,3,yes
44,technician,married,university education,no,yes,telephone,2,no
30,student,single,secondary education,no,no,cellular,2,yes
60,retired,married,professional education,yes,no,cellular,2,no
44,technician,married,university education,no,no,cellular,1,no
42,retired,single,primary education,yes,yes,cellular,3,no
44,administration,single,university education,yes,no,cellular,4,yes
33,blue-collar,married,primary education,no,no,telephone,1,no
82,retired,married,secondary education,yes,no,cellular,3,no
38,entrepreneur,married,professional education,no,no,cellular,5,no
41,administration,married,university education,no,no,telephone,2,no
38,entrepreneur,married,professional education,yes,no,cellular,6,yes
46,administration,single,secondary education,yes,no,cellular,6,no
56,technician,married,professional education,yes,no,telephone,5,yes
24,student,single,secondary education,yes,no,cellular,2,no
54,technician,married,university education,yes,no,telephone,5,no
59,administration,divorced,primary education,yes,no,cellular,1,yes
58,administration,married,secondary education,yes,no,cellular,1,yes
50,administration,married,university education,yes,no,cellular,2,yes
77,retired,married,university education,yes,no,cellular,1,yes
50,administration,married,secondary education,yes,no,cellular,1,no
61,management,married,university education,no,no,cellular,2,yes
48,unemployed,married,professional education,no,no,cellular,1,yes
48,unemployed,married,professional education,yes,no,cellular,1,yes
50,administration,married,secondary education,no,no,cellular,2,no
40,technician,married,professional education,yes,no,cellular,1,yes
30,administration,single,secondary education,yes,no,cellular,1,no
48,unemployed,married,professional education,no,no,telephone,1,yes
77,retired,married,university education,yes,no,telephone,1,yes
30,administration,single,secondary education,no,no,cellular,1,no
47,management,married,university education,yes,no,telephone,2,no
34,management,single,university education,yes,no,telephone,1,no
45,blue-collar,married,professional education,yes,no,telephone,1,yes
58,management,married,university education,no,no,cellular,1,yes
31,administration,married,university education,yes,no,cellular,1,yes
41,unemployed,married,secondary education,yes,no,cellular,1,yes
28,administration,single,secondary education,yes,no,cellular,1,yes
29,administration,single,university education,no,no,cellular,1,yes
39,services,married,secondary education,yes,no,cellular,2,yes
70,retired,married,primary education,yes,no,cellular,1,yes
40,administration,single,secondary education,yes,no,cellular,1,yes
40,administration,single,secondary education,yes,no,cellular,1,yes
28,administration,single,secondary education,yes,no,cellular,2,no
29,administration,married,university education,yes,yes,cellular,3,yes
52,management,married,university education,no,no,cellular,2,yes
52,management,married,university education,no,no,cellular,5,no
30,administration,single,secondary education,yes,no,cellular,5,yes
47,technician,divorced,professional education,no,yes,telephone,1,no
32,administration,married,university education,no,no,telephone,4,no
41,administration,married,university education,yes,no,telephone,3,no
68,retired,married,primary education,yes,yes,cellular,1,yes
33,technician,married,professional education,yes,no,cellular,4,yes
76,retired,married,primary education,yes,no,cellular,2,yes
65,administration,married,university education,yes,no,cellular,3,yes
33,technician,married,professional education,yes,yes,cellular,2,no
52,management,married,university education,yes,no,cellular,3,yes
33,administration,single,university education,yes,no,cellular,5,yes
71,administration,married,primary education,yes,yes,cellular,4,yes
29,student,single,university education,yes,no,cellular,1,yes
63,retired,married,professional education,yes,no,cellular,1,no
33,administration,married,university education,yes,no,cellular,1,yes
33,administration,married,university education,yes,yes,cellular,2,no
54,administration,married,professional education,no,no,telephone,5,no
60,blue-collar,married,primary education,yes,no,cellular,2,yes
33,administration,married,university education,no,no,cellular,2,no
63,retired,married,professional education,yes,yes,cellular,2,yes
33,technician,married,university education,yes,no,cellular,1,yes
74,retired,divorced,university education,yes,no,cellular,1,yes
47,services,divorced,university education,yes,yes,cellular,1,yes
